ID,AGE,GENDER,REGION,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SAFETY_RATING,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
2248,40-64,male,South West,10-19y,university,upper_class,0.549,1.0,after_2020,0.0,0.0,10238,11127.0,suv,standard,0,0,0,0.0,0.0
2249,40-64,male,Wales,10-19y,high_school,working_class,0.309,1.0,2016-2020,0.0,1.0,10238,9979.0,family_sedan,basic,2,0,0,0.0,0.0
2250,40-64,male,Wales,20-29y,university,middle_class,0.486,1.0,after_2020,1.0,1.0,10238,6259.0,family_sedan,standard,0,0,0,0.0,0.0
2251,26-39,female,North East,10-19y,high_school,middle_class,0.506,0.0,2010-2015,1.0,1.0,78901,9670.0,family_sedan,standard,0,0,0,0.0,0.0
2252,65+,female,London,30y+,university,middle_class,0.571,0.0,after_2020,1.0,0.0,78901,4518.0,luxury_sedan,advanced,0,0,0,0.0,0.0
2253,40-64,female,North West,10-19y,high_school,middle_class,0.942,1.0,before_2010,1.0,0.0,45678,3785.0,luxury_sedan,standard,0,0,1,0.0,0.0
2254,65+,female,North East,30y+,university,middle_class,0.602,0.0,2010-2015,1.0,0.0,45678,2749.0,suv,standard,0,0,0,0.0,0.0
2255,40-64,female,East Anglia,10-19y,high_school,middle_class,0.856,0.0,2016-2020,1.0,0.0,10238,10586.0,suv,standard,1,0,1,0.0,0.0
2256,26-39,male,Yorkshire,10-19y,university,middle_class,0.722,1.0,2016-2020,0.0,0.0,67890,7687.0,suv,basic,0,0,0,0.0,0.0
2257,65+,male,Wales,30y+,university,middle_class,0.591,1.0,2010-2015,1.0,1.0,78901,1162.0,luxury_sedan,standard,0,0,0,0.0,0.0
2258,40-64,male,South East,20-29y,university,working_class,0.502,1.0,before_2010,1.0,0.0,67890,8342.0,family_sedan,basic,0,0,1,0.0,0.0
2259,26-39,female,East Midlands,10-19y,postgraduate,middle_class,0.486,1.0,after_2020,1.0,0.0,67890,8158.0,family_sedan,advanced,0,1,0,0.0,0.0
2260,65+,male,Wales,30y+,university,middle_class,0.62,0.0,2010-2015,0.0,1.0,32765,5780.0,family_sedan,standard,1,0,0,0.0,0.0
2261,65+,male,Wales,30y+,university,working_class,0.226,1.0,2010-2015,0.0,1.0,32765,5857.0,family_sedan,standard,0,0,1,0.0,0.0
2262,40-64,female,North West,10-19y,university,middle_class,0.822,1.0,2016-2020,1.0,1.0,67890,6127.0,suv,standard,2,0,0,0.0,0.0
2263,26-39,female,Scotland,10-19y,postgraduate,middle_class,0.565,1.0,2016-2020,1.0,1.0,32765,8580.0,suv,advanced,0,0,0,0.0,0.0
2264,40-64,male,London,10-19y,university,working_class,0.216,1.0,2010-2015,1.0,1.0,54321,5119.0,mpv,basic,0,0,0,0.0,0.0
2265,65+,female,Wales,30y+,high_school,working_class,0.488,1.0,before_2010,0.0,0.0,45678,500.0,luxury_sedan,standard,1,0,1,0.0,0.0
2266,40-64,female,South West,20-29y,university,upper_class,0.643,0.0,2010-2015,1.0,1.0,32765,6325.0,family_sedan,basic,2,0,0,0.0,0.0
2267,26-39,male,South West,0-9y,university,working_class,0.222,0.0,2016-2020,1.0,0.0,45678,14418.0,family_sedan,basic,0,0,0,0.0,0.0
2268,40-64,male,North West,10-19y,high_school,upper_class,0.772,1.0,2010-2015,0.0,0.0,45678,4601.0,mpv,standard,0,0,1,0.0,0.0
2269,40-64,male,Yorkshire,10-19y,postgraduate,middle_class,0.766,1.0,2010-2015,0.0,0.0,45678,9984.0,family_sedan,advanced,0,0,0,0.0,0.0
2270,65+,male,Wales,30y+,high_school,working_class,0.294,1.0,2016-2020,0.0,0.0,54321,4750.0,family_sedan,standard,0,0,0,0.0,0.0
2271,26-39,female,West Midlands,10-19y,none,middle_class,0.648,1.0,before_2010,1.0,1.0,10238,6051.0,suv,basic,0,0,0,0.0,0.0
2272,40-64,female,Yorkshire,20-29y,university,poverty,0.392,1.0,after_2020,1.0,0.0,32765,6661.0,small_hatchback,standard,1,0,0,0.0,0.0
2273,40-64,female,South West,20-29y,high_school,middle_class,0.781,1.0,2016-2020,1.0,0.0,54321,6396.0,family_sedan,advanced,0,0,2,0.0,0.0
2274,26-39,male,Scotland,0-9y,university,middle_class,0.597,0.0,2016-2020,0.0,1.0,67890,11080.0,sports_car,standard,0,0,0,0.0,0.0
2275,26-39,male,West Midlands,10-19y,university,upper_class,0.537,1.0,2010-2015,0.0,0.0,10238,2867.0,sports_car,standard,0,0,1,0.0,0.0
2276,26-39,female,East Anglia,10-19y,university,middle_class,0.85,1.0,before_2010,1.0,1.0,45678,9809.0,small_hatchback,basic,1,0,0,0.0,0.0
2277,26-39,male,North West,0-9y,university,middle_class,0.56,1.0,2016-2020,0.0,0.0,45678,4744.0,small_hatchback,basic,0,0,0,0.0,0.0
2278,40-64,female,West Midlands,20-29y,high_school,working_class,0.302,1.0,2016-2020,1.0,0.0,45678,8367.0,family_sedan,standard,1,0,0,1.0,1093.83
2279,26-39,female,West Midlands,0-9y,none,middle_class,0.318,1.0,2010-2015,1.0,1.0,32765,6469.0,small_hatchback,standard,0,0,0,0.0,0.0
2280,40-64,male,Scotland,10-19y,university,middle_class,0.905,0.0,2010-2015,1.0,1.0,45678,5410.0,suv,basic,0,0,0,0.0,0.0
2281,26-39,male,Wales,10-19y,university,middle_class,0.683,1.0,2016-2020,1.0,1.0,32765,2355.0,luxury_sedan,basic,0,0,1,0.0,0.0
2282,40-64,male,South East,20-29y,university,working_class,0.414,1.0,after_2020,0.0,0.0,32765,8737.0,small_hatchback,basic,0,0,1,0.0,0.0
2283,40-64,male,Scotland,10-19y,high_school,middle_class,0.576,1.0,2010-2015,0.0,1.0,54321,7516.0,sports_car,advanced,0,0,0,0.0,0.0
2284,40-64,male,Yorkshire,20-29y,postgraduate,middle_class,0.419,1.0,after_2020,0.0,1.0,54321,10475.0,family_sedan,advanced,0,0,0,0.0,0.0
2285,26-39,male,East Midlands,10-19y,high_school,middle_class,0.748,1.0,before_2010,1.0,0.0,78901,8204.0,sports_car,basic,0,0,0,0.0,0.0
2286,26-39,female,North West,0-9y,university,upper_class,0.536,1.0,2016-2020,1.0,0.0,54321,7031.0,small_hatchback,standard,0,0,0,0.0,0.0
2287,26-39,male,South West,0-9y,university,upper_class,0.871,1.0,2010-2015,0.0,0.0,78901,5125.0,suv,standard,0,0,0,0.0,0.0
2288,26-39,female,London,10-19y,university,working_class,0.316,1.0,2016-2020,0.0,0.0,32765,3788.0,suv,advanced,1,0,0,0.0,0.0
2289,16-25,female,East Anglia,0-2y,university,middle_class,0.506,0.0,after_2020,0.0,0.0,32765,9639.0,small_hatchback,basic,0,0,2,0.0,0.0
2290,40-64,female,North East,20-29y,high_school,middle_class,0.556,1.0,after_2020,1.0,1.0,45678,8335.0,small_hatchback,advanced,0,0,1,0.0,0.0
2291,65+,female,South West,30y+,university,middle_class,0.747,1.0,2010-2015,0.0,0.0,10238,7056.0,family_sedan,standard,0,0,0,0.0,0.0
2292,40-64,female,South East,10-19y,high_school,middle_class,0.688,1.0,before_2010,1.0,0.0,54321,11180.0,suv,advanced,0,0,0,0.0,0.0
2293,26-39,male,East Midlands,10-19y,postgraduate,upper_class,0.797,1.0,2010-2015,0.0,1.0,78901,7406.0,family_sedan,standard,0,1,1,0.0,0.0
2294,26-39,male,North East,10-19y,high_school,poverty,0.296,0.0,2016-2020,1.0,1.0,54321,6135.0,family_sedan,standard,0,0,0,0.0,0.0
2295,26-39,female,North West,0-9y,university,working_class,0.432,1.0,2010-2015,1.0,0.0,45678,6841.0,suv,standard,0,0,0,0.0,0.0
2296,65+,female,South East,30y+,high_school,working_class,0.491,1.0,after_2020,1.0,0.0,32765,3933.0,family_sedan,standard,2,0,1,0.0,0.0
2297,26-39,female,London,0-9y,university,middle_class,0.713,0.0,2016-2020,0.0,0.0,67890,2495.0,family_sedan,advanced,0,0,0,1.0,2000.0
2298,65+,female,Scotland,30y+,university,working_class,0.452,1.0,2010-2015,1.0,1.0,45678,5228.0,family_sedan,standard,1,0,0,0.0,0.0
2299,26-39,male,Yorkshire,0-9y,postgraduate,middle_class,0.739,1.0,before_2010,0.0,0.0,45678,8524.0,sports_car,standard,0,0,0,0.0,0.0
2300,40-64,female,North East,20-29y,postgraduate,working_class,0.396,1.0,2016-2020,1.0,1.0,54321,6404.0,suv,advanced,2,0,1,0.0,0.0
2301,26-39,female,East Midlands,0-9y,university,middle_class,0.422,1.0,2010-2015,1.0,0.0,67890,8913.0,small_hatchback,standard,0,0,0,0.0,0.0
2302,16-25,female,South East,0-2y,university,working_class,0.373,1.0,2010-2015,0.0,0.0,67890,3923.0,small_hatchback,advanced,1,0,0,0.0,0.0
2303,40-64,male,East Anglia,20-29y,postgraduate,middle_class,0.963,0.0,before_2010,0.0,0.0,67890,9023.0,family_sedan,standard,1,0,2,0.0,0.0
2304,40-64,male,North West,10-19y,university,middle_class,0.835,1.0,2016-2020,1.0,1.0,10238,1850.0,suv,advanced,0,0,0,0.0,0.0
2305,40-64,female,South East,20-29y,high_school,working_class,0.494,1.0,2016-2020,0.0,1.0,10238,8462.0,family_sedan,standard,0,0,0,0.0,0.0
2306,26-39,male,Scotland,10-19y,university,upper_class,0.858,1.0,2010-2015,1.0,1.0,67890,3423.0,suv,advanced,1,0,0,0.0,0.0
2307,16-25,male,London,0-2y,university,upper_class,0.843,1.0,2016-2020,0.0,0.0,78901,3710.0,sports_car,standard,3,0,0,1.0,3591.73
2308,26-39,female,West Midlands,0-9y,high_school,upper_class,0.767,1.0,2010-2015,1.0,0.0,67890,3386.0,family_sedan,standard,0,0,0,0.0,0.0
2309,26-39,female,Wales,0-9y,university,middle_class,0.572,1.0,after_2020,0.0,0.0,32765,5481.0,suv,advanced,0,0,0,0.0,0.0
2310,40-64,female,Scotland,10-19y,none,middle_class,0.655,1.0,2010-2015,1.0,1.0,45678,7479.0,luxury_sedan,basic,0,0,0,0.0,0.0
2311,26-39,male,North East,10-19y,high_school,middle_class,0.734,0.0,2016-2020,1.0,0.0,54321,8657.0,family_sedan,standard,1,0,0,0.0,0.0
2312,65+,female,North West,30y+,high_school,upper_class,0.975,1.0,before_2010,1.0,0.0,67890,5434.0,mpv,standard,0,0,0,0.0,0.0
2313,16-25,female,South East,0-2y,high_school,upper_class,0.875,1.0,2016-2020,0.0,0.0,45678,7595.0,suv,advanced,2,0,0,0.0,0.0
2314,26-39,female,North West,10-19y,university,working_class,0.151,1.0,2010-2015,0.0,0.0,78901,3549.0,suv,standard,0,0,0,0.0,0.0
2315,65+,male,Yorkshire,20-29y,high_school,working_class,0.625,0.0,2010-2015,1.0,0.0,32765,7242.0,suv,standard,0,0,1,0.0,0.0
2316,16-25,male,East Midlands,3-5y,high_school,working_class,0.393,1.0,before_2010,0.0,0.0,32765,6138.0,small_hatchback,advanced,2,0,0,1.0,1506.26
2317,16-25,female,North East,3-5y,high_school,middle_class,0.666,1.0,after_2020,0.0,0.0,67890,2211.0,small_hatchback,standard,1,1,0,0.0,0.0
2318,65+,male,West Midlands,30y+,university,middle_class,0.435,0.0,2010-2015,1.0,1.0,32765,2462.0,luxury_sedan,basic,0,0,0,0.0,0.0
2319,40-64,female,Scotland,20-29y,high_school,working_class,0.468,1.0,after_2020,1.0,0.0,10238,12916.0,suv,standard,1,0,1,1.0,1460.79
2320,40-64,male,London,10-19y,university,middle_class,0.692,1.0,2016-2020,1.0,1.0,78901,4309.0,family_sedan,standard,1,0,0,0.0,0.0
2321,26-39,male,North West,0-9y,university,middle_class,0.467,0.0,2016-2020,1.0,1.0,10238,5401.0,small_hatchback,standard,0,0,0,0.0,0.0
2322,26-39,male,East Anglia,0-9y,university,middle_class,0.764,1.0,2010-2015,0.0,1.0,78901,7970.0,luxury_sedan,advanced,0,0,0,0.0,0.0
2323,16-25,female,Wales,3-5y,postgraduate,working_class,0.349,0.0,2016-2020,1.0,1.0,32765,5242.0,small_hatchback,standard,1,0,0,0.0,0.0
2324,26-39,female,East Midlands,10-19y,postgraduate,middle_class,0.693,1.0,2010-2015,1.0,0.0,32765,10422.0,suv,basic,0,0,0,0.0,0.0
2325,26-39,female,Scotland,0-9y,university,working_class,0.365,1.0,2016-2020,0.0,0.0,54321,10005.0,suv,basic,0,0,0,0.0,0.0
2326,26-39,male,West Midlands,10-19y,university,middle_class,0.806,1.0,after_2020,0.0,0.0,10238,3501.0,family_sedan,advanced,1,0,0,0.0,0.0
2327,26-39,female,Scotland,10-19y,university,middle_class,0.858,1.0,before_2010,1.0,0.0,10238,5977.0,sports_car,basic,0,0,1,0.0,0.0
2328,40-64,female,Wales,10-19y,high_school,working_class,0.422,1.0,after_2020,1.0,1.0,10238,7327.0,small_hatchback,standard,0,0,0,0.0,0.0
2329,40-64,female,Scotland,20-29y,university,working_class,0.483,1.0,2016-2020,1.0,1.0,32765,4669.0,family_sedan,standard,0,0,0,0.0,0.0
2330,40-64,male,North West,20-29y,high_school,middle_class,0.562,1.0,2016-2020,1.0,1.0,54321,6934.0,suv,standard,0,0,0,0.0,0.0
2331,40-64,male,East Anglia,10-19y,university,middle_class,0.738,1.0,before_2010,1.0,1.0,10238,6026.0,family_sedan,standard,1,0,0,0.0,0.0
2332,16-25,male,East Anglia,0-2y,postgraduate,working_class,0.672,0.0,2016-2020,1.0,0.0,54321,4945.0,sports_car,basic,0,0,1,1.0,468.0
2333,16-25,female,North East,3-5y,university,middle_class,0.736,1.0,after_2020,0.0,0.0,45678,8514.0,suv,basic,0,0,0,0.0,0.0
2334,26-39,female,London,0-9y,high_school,middle_class,0.935,1.0,2016-2020,1.0,1.0,45678,7369.0,luxury_sedan,basic,1,0,0,0.0,0.0
2335,40-64,female,South East,20-29y,high_school,middle_class,0.639,1.0,before_2010,0.0,0.0,32765,6946.0,luxury_sedan,basic,0,0,0,0.0,0.0
2336,26-39,female,South East,0-9y,university,working_class,0.443,1.0,before_2010,0.0,1.0,67890,6591.0,family_sedan,basic,0,0,0,0.0,0.0
2337,40-64,male,Scotland,20-29y,high_school,middle_class,0.611,0.0,2010-2015,1.0,1.0,45678,7660.0,suv,standard,0,0,0,0.0,0.0
2338,26-39,female,South East,0-9y,high_school,working_class,0.477,1.0,2016-2020,1.0,0.0,32765,9026.0,suv,standard,0,0,0,1.0,4413.83
2339,65+,female,West Midlands,30y+,high_school,middle_class,0.587,1.0,2010-2015,1.0,1.0,54321,4414.0,family_sedan,standard,0,0,1,0.0,0.0
2340,16-25,female,East Midlands,0-2y,high_school,middle_class,0.876,0.0,2016-2020,0.0,0.0,10238,6696.0,sports_car,advanced,0,0,2,0.0,0.0
2341,65+,male,South East,30y+,university,middle_class,0.803,1.0,after_2020,1.0,1.0,67890,10613.0,luxury_sedan,standard,1,0,0,0.0,0.0
2342,16-25,male,London,6-9y,high_school,working_class,0.482,1.0,after_2020,0.0,0.0,32765,5013.0,small_hatchback,standard,3,0,0,0.0,0.0
2343,26-39,male,North East,0-9y,university,middle_class,0.77,1.0,after_2020,0.0,0.0,45678,11515.0,small_hatchback,advanced,0,0,0,0.0,0.0
2344,16-25,female,North West,0-2y,high_school,middle_class,0.665,1.0,2010-2015,0.0,0.0,67890,4147.0,small_hatchback,standard,2,0,0,1.0,441.41
2345,26-39,female,Yorkshire,10-19y,high_school,upper_class,0.604,1.0,2010-2015,0.0,0.0,78901,4726.0,family_sedan,standard,0,0,0,0.0,0.0
2346,40-64,male,South East,20-29y,postgraduate,middle_class,0.839,1.0,2016-2020,0.0,0.0,67890,12902.0,small_hatchback,basic,0,0,0,0.0,0.0
2347,40-64,female,Scotland,20-29y,university,working_class,0.732,1.0,2010-2015,1.0,1.0,10238,10557.0,family_sedan,basic,2,0,0,0.0,0.0
2348,65+,male,East Midlands,30y+,postgraduate,middle_class,0.777,1.0,2016-2020,1.0,1.0,54321,5906.0,suv,advanced,0,0,0,0.0,0.0
2349,40-64,male,London,20-29y,university,middle_class,0.414,1.0,2016-2020,1.0,1.0,54321,8449.0,luxury_sedan,basic,0,0,1,1.0,390.0
2350,40-64,male,London,20-29y,high_school,upper_class,0.779,1.0,2016-2020,0.0,0.0,54321,9853.0,suv,advanced,0,0,0,0.0,0.0
2351,26-39,female,Yorkshire,0-9y,university,poverty,0.271,1.0,after_2020,1.0,0.0,67890,10412.0,family_sedan,standard,0,0,0,1.0,369.15
2352,26-39,male,Yorkshire,10-19y,high_school,upper_class,0.52,1.0,2016-2020,0.0,0.0,10238,6728.0,small_hatchback,standard,0,0,0,0.0,0.0
2353,40-64,female,Wales,20-29y,high_school,working_class,0.431,1.0,2016-2020,1.0,1.0,67890,8681.0,family_sedan,standard,0,0,0,0.0,0.0
2354,26-39,female,Yorkshire,0-9y,high_school,upper_class,0.793,1.0,2016-2020,0.0,0.0,67890,8347.0,small_hatchback,advanced,1,0,0,0.0,0.0
2355,40-64,male,North West,20-29y,high_school,upper_class,0.683,1.0,2010-2015,1.0,1.0,10238,4546.0,mpv,standard,0,0,0,0.0,0.0
2356,40-64,male,South East,10-19y,high_school,working_class,0.6,1.0,2016-2020,1.0,0.0,32765,6977.0,luxury_sedan,basic,0,0,1,0.0,0.0
2357,26-39,male,North West,0-9y,high_school,middle_class,0.713,1.0,2016-2020,0.0,0.0,32765,1640.0,suv,standard,2,0,0,0.0,0.0
2358,65+,male,East Midlands,20-29y,high_school,upper_class,0.852,1.0,2010-2015,1.0,1.0,67890,4030.0,luxury_sedan,basic,2,0,0,0.0,0.0
2359,65+,female,Wales,20-29y,university,working_class,0.551,1.0,2016-2020,0.0,0.0,45678,2851.0,mpv,standard,0,0,0,0.0,0.0
2360,26-39,female,East Anglia,10-19y,university,poverty,0.065,1.0,2016-2020,1.0,1.0,45678,9030.0,suv,standard,0,0,0,0.0,0.0
2361,40-64,male,Yorkshire,20-29y,high_school,middle_class,0.499,1.0,2016-2020,1.0,0.0,54321,8626.0,small_hatchback,advanced,2,0,0,0.0,0.0
2362,26-39,male,Scotland,10-19y,postgraduate,middle_class,0.86,0.0,after_2020,1.0,0.0,10238,12328.0,small_hatchback,basic,0,0,0,0.0,0.0
2363,65+,female,North West,30y+,university,middle_class,0.662,0.0,before_2010,0.0,1.0,10238,1124.0,small_hatchback,advanced,3,0,0,0.0,0.0
2364,40-64,male,London,10-19y,university,middle_class,0.728,1.0,2016-2020,1.0,0.0,54321,7063.0,suv,standard,0,0,0,0.0,0.0
2365,40-64,female,West Midlands,20-29y,postgraduate,middle_class,0.781,1.0,2010-2015,0.0,0.0,54321,8223.0,suv,standard,1,0,0,0.0,0.0
2366,26-39,male,North East,10-19y,high_school,middle_class,0.64,1.0,2010-2015,0.0,0.0,32765,13465.0,family_sedan,basic,1,1,0,0.0,0.0
2367,40-64,male,North West,20-29y,university,middle_class,0.513,1.0,2010-2015,0.0,0.0,54321,4932.0,luxury_sedan,standard,0,0,0,0.0,0.0
2368,40-64,male,London,20-29y,high_school,middle_class,0.57,1.0,2016-2020,1.0,1.0,54321,7122.0,suv,advanced,0,0,0,0.0,0.0
2369,26-39,female,Yorkshire,0-9y,university,middle_class,0.738,1.0,2010-2015,1.0,1.0,78901,7757.0,luxury_sedan,standard,0,0,0,1.0,965.82
2370,65+,female,South West,30y+,university,upper_class,0.954,1.0,after_2020,1.0,1.0,45678,3468.0,small_hatchback,standard,0,0,0,0.0,0.0
2371,40-64,male,North East,10-19y,postgraduate,upper_class,0.564,1.0,2016-2020,0.0,0.0,10238,8446.0,suv,standard,1,0,0,0.0,0.0
2372,26-39,female,London,10-19y,university,working_class,0.649,0.0,before_2010,1.0,0.0,45678,6893.0,sports_car,basic,0,0,1,0.0,0.0
2373,40-64,female,East Anglia,20-29y,high_school,middle_class,0.856,0.0,before_2010,1.0,1.0,67890,5863.0,suv,basic,0,0,1,0.0,0.0
2374,26-39,female,North West,10-19y,high_school,middle_class,0.596,1.0,2010-2015,1.0,1.0,54321,5946.0,suv,standard,1,0,0,0.0,0.0
2375,16-25,male,Wales,0-2y,university,middle_class,0.58,1.0,2010-2015,0.0,0.0,45678,9372.0,small_hatchback,standard,1,0,0,1.0,390.0
2376,65+,female,Scotland,20-29y,university,middle_class,0.601,0.0,2010-2015,0.0,0.0,45678,1786.0,family_sedan,advanced,0,0,0,0.0,0.0
2377,40-64,male,South East,20-29y,high_school,working_class,0.299,1.0,2010-2015,1.0,1.0,10238,11219.0,sports_car,standard,1,0,0,0.0,0.0
2378,40-64,male,North East,20-29y,none,middle_class,0.68,0.0,2010-2015,1.0,0.0,32765,12274.0,small_hatchback,advanced,0,0,0,0.0,0.0
2379,26-39,female,East Anglia,10-19y,high_school,middle_class,0.815,1.0,before_2010,1.0,1.0,54321,6151.0,sports_car,basic,0,0,0,0.0,0.0
2380,40-64,male,North East,20-29y,university,working_class,0.59,0.0,2016-2020,1.0,0.0,10238,9157.0,suv,standard,0,0,0,0.0,0.0
2381,40-64,male,South West,10-19y,high_school,working_class,0.416,1.0,2010-2015,0.0,1.0,45678,7486.0,family_sedan,basic,0,0,0,0.0,0.0
2382,26-39,male,Scotland,10-19y,university,middle_class,0.872,1.0,2016-2020,0.0,1.0,45678,11452.0,luxury_sedan,advanced,0,0,0,1.0,926.24
2383,26-39,male,North East,10-19y,postgraduate,middle_class,0.755,1.0,2016-2020,0.0,0.0,10238,12773.0,family_sedan,advanced,1,0,0,1.0,8000.0
2384,26-39,male,East Midlands,10-19y,university,middle_class,0.544,1.0,2010-2015,1.0,1.0,54321,6263.0,family_sedan,basic,0,0,1,0.0,0.0
2385,26-39,male,London,10-19y,university,working_class,0.717,1.0,after_2020,0.0,0.0,67890,4145.0,small_hatchback,standard,0,0,1,0.0,0.0
2386,40-64,female,Wales,20-29y,university,working_class,0.64,0.0,2016-2020,0.0,0.0,10238,6092.0,suv,basic,1,0,1,0.0,0.0
2387,65+,male,South East,30y+,university,middle_class,0.823,1.0,after_2020,1.0,1.0,45678,7141.0,mpv,basic,0,0,1,0.0,0.0
2388,26-39,male,West Midlands,10-19y,high_school,middle_class,0.625,0.0,2016-2020,0.0,1.0,10238,4682.0,suv,basic,0,0,0,0.0,0.0
2389,40-64,male,Wales,20-29y,postgraduate,middle_class,0.675,1.0,2010-2015,1.0,0.0,10238,10492.0,small_hatchback,standard,0,0,0,0.0,0.0
2390,65+,male,Scotland,30y+,university,working_class,0.579,1.0,after_2020,0.0,0.0,32765,8022.0,luxury_sedan,basic,1,0,0,0.0,0.0
2391,65+,male,East Midlands,30y+,high_school,middle_class,0.727,0.0,after_2020,1.0,1.0,67890,572.0,luxury_sedan,standard,0,0,1,0.0,0.0
2392,26-39,female,London,0-9y,postgraduate,middle_class,0.684,1.0,before_2010,0.0,1.0,32765,2283.0,sports_car,basic,1,0,0,0.0,0.0
2393,65+,male,Wales,30y+,high_school,upper_class,0.909,1.0,2016-2020,0.0,0.0,67890,7455.0,luxury_sedan,standard,0,0,0,0.0,0.0
2394,26-39,male,Yorkshire,10-19y,university,working_class,0.577,1.0,after_2020,1.0,1.0,10238,11493.0,sports_car,standard,0,0,0,0.0,0.0
2395,40-64,male,East Anglia,10-19y,high_school,middle_class,0.762,1.0,after_2020,1.0,0.0,78901,11768.0,suv,basic,0,0,0,0.0,0.0
2396,40-64,female,London,20-29y,university,middle_class,0.856,0.0,before_2010,1.0,1.0,67890,5849.0,luxury_sedan,basic,0,0,0,0.0,0.0
2397,65+,male,London,30y+,postgraduate,middle_class,0.706,1.0,2010-2015,1.0,1.0,67890,1221.0,luxury_sedan,standard,0,0,0,1.0,1011.46
2398,40-64,male,North West,10-19y,university,working_class,0.579,1.0,2010-2015,0.0,0.0,67890,5753.0,family_sedan,standard,1,0,0,0.0,0.0
2399,40-64,female,London,20-29y,university,middle_class,0.743,1.0,2016-2020,0.0,0.0,54321,3454.0,sports_car,advanced,0,0,0,0.0,0.0
2400,40-64,female,Wales,20-29y,high_school,upper_class,0.882,1.0,2016-2020,1.0,1.0,67890,8346.0,family_sedan,standard,0,0,0,0.0,0.0
2401,26-39,male,South West,10-19y,none,middle_class,0.592,1.0,after_2020,1.0,1.0,54321,9663.0,suv,standard,0,0,0,0.0,0.0
2402,26-39,female,Wales,10-19y,university,middle_class,0.963,1.0,2016-2020,1.0,0.0,32765,5249.0,sports_car,standard,0,0,0,0.0,0.0
2403,65+,male,Yorkshire,30y+,high_school,middle_class,0.389,1.0,before_2010,1.0,1.0,78901,2689.0,family_sedan,basic,0,0,0,0.0,0.0
2404,40-64,male,Wales,20-29y,high_school,working_class,0.722,1.0,after_2020,1.0,1.0,10238,10007.0,small_hatchback,standard,0,0,0,0.0,0.0
2405,16-25,female,South West,0-2y,high_school,working_class,0.518,1.0,2010-2015,0.0,1.0,78901,6867.0,family_sedan,advanced,1,0,1,0.0,0.0
2406,26-39,male,East Anglia,0-9y,high_school,working_class,0.281,0.0,after_2020,0.0,0.0,78901,6560.0,suv,basic,2,0,0,0.0,0.0
2407,26-39,male,East Midlands,10-19y,university,working_class,0.596,1.0,2016-2020,1.0,1.0,67890,7264.0,suv,advanced,0,0,1,0.0,0.0
2408,65+,female,West Midlands,30y+,postgraduate,middle_class,0.847,1.0,2010-2015,0.0,0.0,54321,1486.0,sports_car,basic,0,0,0,0.0,0.0
2409,26-39,male,Scotland,10-19y,university,upper_class,0.678,1.0,2016-2020,1.0,1.0,78901,9582.0,mpv,standard,0,0,0,0.0,0.0
2410,40-64,female,East Midlands,20-29y,high_school,working_class,0.43,1.0,2016-2020,1.0,0.0,32765,4634.0,family_sedan,basic,0,0,0,0.0,0.0
2411,16-25,male,Yorkshire,0-2y,university,middle_class,0.787,1.0,after_2020,0.0,0.0,54321,5066.0,small_hatchback,basic,2,0,0,0.0,0.0
