date,region,weather_condition,traffic_baseline,visibility_meters
2025-06-08,Wales,Clear,Light,10000
2025-06-09,Wales,Clear,Heavy,10000
2025-06-10,Wales,Storm,Heavy,2588
2025-06-11,Wales,Rain,Heavy,2465
2025-06-12,Wales,Clear,Heavy,10000
2025-06-13,Wales,Clear,Moderate,10000
2025-06-14,Wales,Clear,Moderate,10000
2025-06-15,Wales,Rain,Light,3623
2025-06-16,Wales,Rain,Heavy,4975
2025-06-17,Wales,Clear,Heavy,10000
2025-06-18,Wales,Rain,Heavy,2644
2025-06-19,Wales,Rain,Heavy,3002
2025-06-20,Wales,Clear,Heavy,10000
2025-06-21,Wales,Clear,Light,10000
2025-06-22,Wales,Rain,Moderate,2802
2025-06-23,Wales,Storm,Moderate,1482
2025-06-24,Wales,Rain,Moderate,4380
2025-06-25,Wales,Clear,Heavy,10000
2025-06-26,Wales,Clear,Heavy,10000
2025-06-27,Wales,Clear,Heavy,10000
2025-06-28,Wales,Clear,Light,10000
2025-06-29,Wales,Clear,Light,10000
2025-06-30,Wales,Clear,Gridlock,10000
2025-07-01,Wales,Clear,Heavy,10000
2025-07-02,Wales,Clear,Heavy,10000
2025-07-03,Wales,Clear,Heavy,10000
2025-07-04,Wales,Clear,Moderate,10000
2025-07-05,Wales,Rain,Light,1069
2025-07-06,Wales,Clear,Light,10000
2025-07-07,Wales,Clear,Heavy,10000
2025-07-08,Wales,Clear,Heavy,10000
2025-07-09,Wales,Clear,Heavy,10000
2025-07-10,Wales,Clear,Gridlock,10000
2025-07-11,Wales,Clear,Heavy,10000
2025-07-12,Wales,Clear,Moderate,10000
2025-07-13,Wales,Rain,Heavy,1742
2025-07-14,Wales,Clear,Moderate,10000
2025-07-15,Wales,Clear,Heavy,10000
2025-07-16,Wales,Rain,Gridlock,257
2025-07-17,Wales,Clear,Gridlock,10000
2025-07-18,Wales,Clear,Moderate,10000
2025-07-19,Wales,Rain,Light,805
2025-07-20,Wales,Storm,Moderate,1885
2025-07-21,Wales,Clear,Heavy,10000
2025-07-22,Wales,Clear,Heavy,10000
2025-07-23,Wales,Rain,Gridlock,3236
2025-07-24,Wales,Clear,Moderate,10000
2025-07-25,Wales,Clear,Gridlock,10000
2025-07-26,Wales,Clear,Light,10000
2025-07-27,Wales,Clear,Light,10000
2025-07-28,Wales,Rain,Heavy,1044
2025-07-29,Wales,Clear,Heavy,10000
2025-07-30,Wales,Clear,Heavy,10000
2025-07-31,Wales,Rain,Heavy,1337
2025-08-01,Wales,Rain,Heavy,710
2025-08-02,Wales,Clear,Light,10000
2025-08-03,Wales,Clear,Light,10000
2025-08-04,Wales,Clear,Heavy,10000
2025-08-05,Wales,Fog,Moderate,3587
2025-08-06,Wales,Clear,Moderate,10000
2025-08-07,Wales,Fog,Heavy,4069
2025-08-08,Wales,Rain,Heavy,972
2025-08-09,Wales,Clear,Moderate,10000
2025-08-10,Wales,Rain,Light,4273
2025-08-11,Wales,Rain,Heavy,1723
2025-08-12,Wales,Rain,Heavy,2888
2025-08-13,Wales,Rain,Gridlock,1434
2025-08-14,Wales,Clear,Heavy,10000
2025-08-15,Wales,Rain,Heavy,3997
2025-08-16,Wales,Clear,Light,10000
2025-08-17,Wales,Clear,Moderate,10000
2025-08-18,Wales,Clear,Heavy,10000
2025-08-19,Wales,Rain,Heavy,61
2025-08-20,Wales,Clear,Heavy,10000
2025-08-21,Wales,Fog,Gridlock,4207
2025-08-22,Wales,Rain,Heavy,3709
2025-08-23,Wales,Clear,Light,10000
2025-08-24,Wales,Clear,Heavy,10000
2025-08-25,Wales,Clear,Gridlock,10000
2025-08-26,Wales,Clear,Heavy,10000
2025-08-27,Wales,Clear,Heavy,10000
2025-08-28,Wales,Clear,Heavy,10000
2025-08-29,Wales,Clear,Gridlock,10000
2025-08-30,Wales,Clear,Heavy,10000
2025-08-31,Wales,Clear,Light,10000
2025-09-01,Wales,Clear,Heavy,10000
2025-09-02,Wales,Rain,Heavy,1875
2025-09-03,Wales,Rain,Moderate,4464
2025-09-04,Wales,Fog,Heavy,3987
2025-09-05,Wales,Rain,Heavy,1166
2025-09-06,Wales,Storm,Light,4077
2025-09-07,Wales,Clear,Light,10000
2025-09-08,Wales,Rain,Heavy,4242
2025-09-09,Wales,Rain,Gridlock,1409
2025-09-10,Wales,Fog,Gridlock,4353
2025-09-11,Wales,Clear,Heavy,10000
2025-09-12,Wales,Clear,Heavy,10000
2025-09-13,Wales,Storm,Light,4399
2025-09-14,Wales,Clear,Light,10000
2025-09-15,Wales,Fog,Heavy,3705
2025-09-16,Wales,Storm,Gridlock,4458
2025-09-17,Wales,Rain,Heavy,2915
2025-09-18,Wales,Rain,Heavy,4572
2025-09-19,Wales,Clear,Heavy,10000
2025-09-20,Wales,Clear,Moderate,10000
2025-09-21,Wales,Clear,Moderate,10000
2025-09-22,Wales,Rain,Heavy,3528
2025-09-23,Wales,Rain,Moderate,4469
2025-09-24,Wales,Clear,Moderate,10000
2025-09-25,Wales,Clear,Gridlock,10000
2025-09-26,Wales,Fog,Heavy,442
2025-09-27,Wales,Rain,Moderate,4591
2025-09-28,Wales,Clear,Moderate,10000
2025-09-29,Wales,Clear,Heavy,10000
2025-09-30,Wales,Storm,Heavy,1710
2025-10-01,Wales,Rain,Heavy,4791
2025-10-02,Wales,Rain,Heavy,4599
2025-10-03,Wales,Clear,Gridlock,10000
2025-10-04,Wales,Clear,Light,10000
2025-10-05,Wales,Rain,Moderate,684
2025-10-06,Wales,Storm,Heavy,2789
2025-10-07,Wales,Rain,Gridlock,4727
2025-10-08,Wales,Rain,Heavy,4326
2025-10-09,Wales,Rain,Heavy,1295
2025-10-10,Wales,Clear,Moderate,10000
2025-10-11,Wales,Rain,Light,492
2025-10-12,Wales,Rain,Moderate,4427
2025-10-13,Wales,Rain,Heavy,2989
2025-10-14,Wales,Storm,Gridlock,2066
2025-10-15,Wales,Rain,Moderate,3825
2025-10-16,Wales,Clear,Moderate,10000
2025-10-17,Wales,Storm,Heavy,3538
2025-10-18,Wales,Rain,Light,2030
2025-10-19,Wales,Rain,Light,1379
2025-10-20,Wales,Clear,Heavy,10000
2025-10-21,Wales,Clear,Heavy,10000
2025-10-22,Wales,Rain,Heavy,3900
2025-10-23,Wales,Rain,Moderate,2115
2025-10-24,Wales,Clear,Heavy,10000
2025-10-25,Wales,Rain,Light,1586
2025-10-26,Wales,Clear,Light,10000
2025-10-27,Wales,Clear,Moderate,10000
2025-10-28,Wales,Rain,Moderate,1325
2025-10-29,Wales,Rain,Heavy,2379
2025-10-30,Wales,Rain,Heavy,317
2025-10-31,Wales,Rain,Gridlock,2606
2025-11-01,Wales,Clear,Light,10000
2025-11-02,Wales,Fog,Light,788
2025-11-03,Wales,Rain,Gridlock,4231
2025-11-04,Wales,Rain,Moderate,4294
2025-11-05,Wales,Rain,Heavy,2353
2025-11-06,Wales,Clear,Heavy,10000
2025-11-07,Wales,Rain,Heavy,1159
2025-11-08,Wales,Clear,Moderate,10000
2025-11-09,Wales,Rain,Light,3006
2025-11-10,Wales,Rain,Heavy,3414
2025-11-11,Wales,Rain,Moderate,852
2025-11-12,Wales,Rain,Gridlock,1807
2025-11-13,Wales,Clear,Heavy,10000
2025-11-14,Wales,Rain,Gridlock,3545
2025-11-15,Wales,Clear,Light,10000
2025-11-16,Wales,Clear,Light,10000
2025-11-17,Wales,Rain,Heavy,4797
2025-11-18,Wales,Clear,Gridlock,10000
2025-11-19,Wales,Clear,Heavy,10000
2025-11-20,Wales,Clear,Heavy,10000
2025-11-21,Wales,Rain,Heavy,3455
2025-11-22,Wales,Rain,Light,2938
2025-11-23,Wales,Rain,Light,1257
2025-11-24,Wales,Rain,Heavy,3768
2025-11-25,Wales,Fog,Heavy,675
2025-11-26,Wales,Rain,Moderate,811
2025-11-27,Wales,Rain,Gridlock,3579
2025-11-28,Wales,Rain,Heavy,86
2025-11-29,Wales,Rain,Moderate,2777
2025-11-30,Wales,Rain,Light,1944
2025-12-01,Wales,Rain,Heavy,3126
2025-12-02,Wales,Clear,Heavy,10000
2025-12-03,Wales,Clear,Heavy,10000
2025-12-04,Wales,Rain,Heavy,2779
2025-12-05,Wales,Storm,Heavy,3947
2025-12-06,Wales,Rain,Light,1928
2025-12-07,Wales,Rain,Light,2667
2025-12-08,Wales,Fog,Heavy,3594
2025-12-09,Wales,Rain,Heavy,3487
2025-12-10,Wales,Rain,Heavy,3558
2025-12-11,Wales,Clear,Gridlock,10000
2025-12-12,Wales,Fog,Heavy,2671
2025-12-13,Wales,Clear,Light,10000
2025-12-14,Wales,Clear,Moderate,10000
2025-12-15,Wales,Rain,Heavy,508
2025-12-16,Wales,Rain,Heavy,2315
2025-12-17,Wales,Fog,Heavy,2561
2025-12-18,Wales,Rain,Gridlock,4513
2025-12-19,Wales,Fog,Moderate,888
2025-12-20,Wales,Clear,Light,10000
2025-12-21,Wales,Snow,Moderate,305
2025-12-22,Wales,Fog,Gridlock,3012
2025-12-23,Wales,Rain,Heavy,1527
2025-12-24,Wales,Rain,Gridlock,641
2025-12-25,Wales,Rain,Heavy,397
2025-12-26,Wales,Rain,Heavy,4543
2025-12-27,Wales,Rain,Light,4453
2025-12-28,Wales,Rain,Moderate,4244
2025-12-29,Wales,Rain,Heavy,4796
2025-12-30,Wales,Clear,Heavy,10000
2025-12-31,Wales,Rain,Heavy,1118
